Neoplasms 1.7245235 -0.26139307 -3.1955323 2.810367 1.0429658 -1.9996573 -3.6321511 -0.39813566 3.3610888 2.0738478 1.0459944 3.0705876 4.05798 -0.23457377 -0.6846732 -7.4648447
Carcinoma Renal Cell 3.6465344 -2.465585 -2.5000174 2.917364 2.0886517 -0.5093632 0.85216016 -2.041308 5.6844535 -0.7140702 2.0049794 -0.0017433822 2.5483282 -2.0789635 -1.1688807 -4.630925
KCNQ1OT1 -1.9090309 -1.5528616 3.707539 -6.6490803 -1.8602221 2.7172966 2.5906584 0.5106627 -1.5102711 -0.8345851 0.86393213 0.3434025 -3.4240608 -2.7097054 1.7988436 -0.4009773
Melanoma -0.8104228 -1.977788 -0.98308724 1.3466792 -0.09722499 -3.4371037 -2.3604085 -2.4433618 7.1301327 0.8805406 1.9397728 0.4988933 4.009788 1.2905155 1.4964486 -2.037143
GAS5 -1.4223957 0.12454166 3.6281757 -7.109435 -0.14194134 1.8497257 0.64633226 1.5174648 -0.23213789 0.9881189 0.1297496 0.16031866 -4.0827055 -2.695548 0.66321987 -1.4023215
OIP5-AS1 -0.5332494 -1.1879296 4.052396 -6.3988 -4.1563816 3.1901615 1.6921499 0.7296547 -0.37986887 -0.41647702 1.4185944 0.6139963 -3.9118545 -3.2791858 1.7153686 -0.39697018
Colonic Neoplasms 2.3857338 -0.1843907 5.098306 0.4127126 1.5906869 -4.0104437 -3.6178658 -5.42239 0.86313635 1.4624939 3.5049386 2.120178 2.4831533 -0.4723845 -2.5289319 -2.0302205
hsa-mir-21 0.5011702 4.79013 1.091457 -6.605188 0.4713538 -0.26735872 -4.4891286 3.7273755 -0.81121427 3.129426 -2.4992964 -2.9420779 1.7305026 3.460729 -0.4903852 -0.82350063
TUG1 -1.4893945 -2.2111397 3.5557923 -6.618656 -1.9624923 3.0099301 0.7655686 -0.27929837 0.140069 1.4244349 1.3509232 0.43225065 -3.6200483 -2.8849812 1.0802258 -0.07814408
hsa-mir-155 2.011193 4.8292513 1.0244489 -2.1939392 0.19399737 -0.93058187 -2.9485357 6.0886683 1.1470665 3.4534962 1.2880741 1.5263107 -3.4483821 2.2809365 -1.4378372 -0.56004393
Adenocarcinoma of Lung 4.8897943 -4.9329367 -2.4339037 0.5971083 0.6097323 -0.10933502 3.4390635 -9.195712 1.0476688 -1.8032537 1.8694761 -0.45905018 0.57396984 -3.7856646 -1.8293004 1.8719082
Esophageal Squamous Cell Carcinoma 2.9650424 -4.994795 2.338248 4.4497476 0.42743552 -0.37219232 0.031781506 -6.0236135 2.2243283 1.1080163 -0.40546766 -0.39964795 1.0488732 -7.4264135 1.0943679 1.9869535
SNHG1 -1.2379458 -1.6728461 3.629167 -7.8360996 -2.396963 1.2703596 0.9635061 -0.65447426 -1.559318 1.3839228 1.3457048 -0.6695741 -2.7894373 -2.9717636 1.3050517 0.56198156
CDKN2B-AS1 -0.5787017 1.2797906 2.2038376 -4.17992 -3.149903 3.8065422 -2.417936 0.13945605 0.22450472 1.99151 -5.0279703 -0.13214037 0.83547246 -2.7719197 1.8129342 -0.54754007
HCG18 -2.7690628 -0.16480502 3.5995188 -7.7748756 -2.7273273 3.3087332 1.9891665 0.23070715 -1.6459042 -2.0824125 1.714621 -0.589617 -3.8042216 -3.3787866 3.3230758 0.040498182
Nasopharyngeal Neoplasms 2.6904535 -6.3357296 -0.3364039 0.9805335 0.020173758 -1.2233793 2.5495844 -6.8776894 2.1957266 -1.8220665 0.85588247 -4.172981 0.4536934 1.7727836 2.0065353 -3.9105492
MEG3 -1.4143528 -0.5329015 4.467278 -6.577489 1.1197394 0.6083866 -1.1536503 -2.4607046 0.4193996 2.5951486 -1.0716391 -4.0409636 -2.6538618 0.8490542 1.0521429 1.7391118
HOTAIR 0.7799885 -1.9598328 1.551012 -4.8003855 1.4348358 -1.4605833 -0.7050425 3.1469488 1.2439809 1.8405049 -3.8088987 -2.8479831 -5.7114735 0.5473578 0.36920503 -0.12357155
PVT1 -0.5258873 -3.0153747 5.180229 -5.24125 -1.8916705 2.1348474 -1.5336117 1.0633203 -0.7725075 0.22783247 -1.2442912 -1.9465649 -3.3864121 0.057990033 1.2754083 -1.8381668
Neuroblastoma 2.4376485 2.7798638 -3.5520086 -0.6207739 3.6194544 -6.6854906 2.8495467 -3.1578715 3.2200048 -0.7109052 0.79120815 -0.4667966 -0.8338333 3.0620296 -0.56372666 -2.4105613
Endometrial Neoplasms -0.6843552 0.49295568 2.5602703 2.7121007 4.5028896 -5.6732383 -1.8946255 -2.179851 -1.3190962 2.5421672 0.9079233 -1.0962703 4.200701 -3.5099173 2.1994724 -3.5061154
CASC7 -2.9189992 -0.42939776 3.6200044 -8.917161 -2.3065815 1.6407101 2.0652037 -0.62639856 -1.9828712 -1.1261421 2.9942412 1.0001781 -3.6928246 -1.9657202 1.916947 0.9379554
Squamous Cell Carcinoma of Head and Neck 3.8357868 -6.3050194 0.5543998 1.3888361 0.20117085 -3.7790453 1.488475 -6.194939 -1.4744431 0.4751945 -2.7858863 1.1361068 -1.0682166 -5.025608 0.16056211 -3.2007945
Leukemia Myeloid Acute 2.6628592 -1.533797 -3.0652928 -0.5689682 0.4206023 -2.7036095 -4.876309 -4.1854362 -1.7474561 -0.37196383 0.5584998 0.958566 -0.14367968 3.684805 -2.1371977 -3.322637
Thyroid Neoplasms 4.7185273 -2.7684145 1.4707265 2.6373754 -1.9751503 0.44445363 -3.885505 -2.295155 6.283387 -3.1056933 0.94405526 -0.09148467 0.7342802 -0.40494987 -1.3687774 -0.1657686
Esophageal Neoplasms 1.4072632 0.6674955 3.4469926 2.3067052 3.9666681 -1.1296338 -3.2648883 -5.7199125 2.5477166 0.6379245 2.0161948 -1.8189882 2.6394782 -0.18055114 -0.56998783 -2.5057013
SNHG16 -1.4683795 -2.1579149 3.977561 -5.2889624 -3.0044327 1.2709049 0.87018096 0.18723549 -1.8582112 0.1965407 -0.4011689 -0.042730156 -0.867739 -2.2411633 1.8724375 -0.006126991
FGD5-AS1 -2.626859 -2.6225524 1.9160415 -8.138174 -2.27998 2.7196398 2.8444295 -2.0247822 -3.2802985 -0.8009206 -0.63355786 1.0831088 -3.4272583 -4.428901 2.5417252 0.6750491
TP73-AS1 -0.84582305 -1.2732568 2.2454212 -6.862005 -2.0551727 -0.23818348 2.9922023 1.1564554 0.70942765 1.8094332 3.4523325 0.4914803 -1.450157 -2.9895349 0.5959631 2.515076
Thyroid Cancer Papillary 4.015002 -6.1577926 -1.6876376 -0.25398698 1.8677071 -2.0077806 -2.7313075 -4.003727 -0.24348232 -4.5663185 -1.2078614 -2.5635273 0.18119705 -1.9837501 -1.8511368 4.2819176
Liver Neoplasms 0.9791214 -0.5759145 -3.7722807 -0.45828867 5.704991 -3.3570788 -3.9478772 -3.105402 -1.9613694 4.628145 -0.09686616 -0.28577128 0.8658596 -4.445171 -1.2151966 0.9254871
hsa-miR-106a -0.033457015 -2.3829105 -3.8528214 2.1499016 -0.71093214 -2.0974574 3.411365 -6.054186 -1.8576732 -5.8972516 -2.0077174 0.8529653 1.2160686 -2.4203274 2.6201522 1.6408726
Atherosclerosis -1.0855081 1.3322923 -0.34345618 2.2854092 1.6218163 -2.5784097 -5.9294987 2.2762794 3.8779266 0.2672399 -2.916551 1.7348098 6.4088635 3.832329 0.33989984 1.424865
Triple Negative Breast Neoplasms 2.3886957 -3.6080563 0.48223677 4.548289 1.1341563 -3.9373894 -4.6282735 -0.44463003 -1.1071188 -0.023073114 -4.0310564 4.0614853 -0.69507724 -2.5632606 -0.9173174 -0.22103822
FTX -2.2225797 -1.6199129 2.424502 -7.418877 -2.1013317 3.05947 2.4829953 -0.3994188 -2.1721587 -0.9523357 2.7356014 2.9784725 -1.9500691 -1.0872399 0.3498531 0.6347375
SNHG12 -1.8299367 -1.3503064 4.087141 -5.907185 -1.0054075 3.5020552 -0.0570787 -1.4553026 -0.8962431 1.0128076 0.82897633 1.523034 -0.9495907 -4.4778686 0.2795097 3.3250744
LINC00657 -2.7660718 -0.42863923 1.1510179 -7.7214966 -3.3932202 2.7522051 2.2346125 1.1959853 -2.4758189 -2.5144541 1.7839438 -0.48729643 -3.3774018 -1.9810063 3.0618017 3.17266
SNHG7 -1.0203332 -0.749939 4.112324 -5.758345 -0.88998544 1.7984511 3.2526455 -0.48544735 1.1851586 0.6841161 4.019229 -1.1757325 -0.8347633 -2.1057122 1.0330392 1.2041816
LINC00958 -1.8283467 -4.250013 0.35891673 -5.4778194 -1.3884596 2.9730942 3.1302705 1.3550377 -1.1910052 -1.5013022 1.5592235 -1.0706813 -3.3386662 -1.9357774 1.980644 3.4505363
hsa-mir-146a 0.1823386 4.030326 -1.1481373 -1.0119284 -1.7114278 1.405423 -1.5691192 3.4614356 4.5733266 -0.38037768 -3.6124241 -0.17775944 -1.3413132 5.3054695 1.4636904 0.7297267
Cholangiocarcinoma 0.016705738 -6.049581 -2.2280464 -1.3103148 0.42215934 -5.0868607 -3.40673 -2.68632 -0.24010696 -0.22203091 0.28338745 -0.6769412 3.4195743 0.33932889 0.7112193 -2.7460155
GABPB1-AS1 0.13925186 -0.31056643 4.6512175 -3.945948 -4.8380566 4.3860955 3.538664 0.054100193 -3.6300147 -3.4438539 0.07761298 -0.43154588 -4.3907294 -4.44134 3.3807504 2.0902815
BCYRN1 -0.062193047 1.6329864 5.4486017 -4.5968943 -4.0705886 0.99112797 1.6616648 0.38376343 0.52523595 -2.030035 -2.4001489 3.3433878 -1.6610602 0.22242542 0.7288533 -0.031131394
hsa-mir-17 -1.5331688 1.4981107 1.6303895 -3.4903126 -0.053903285 -2.7807152 -2.0011892 4.3185534 -0.07202479 3.4980075 -0.7631042 2.5787838 -0.87112355 5.0438232 0.49851668 -3.0320923
SNHG3 -0.6382735 -2.7533374 3.035133 -5.8352203 1.1402994 0.93000394 2.9071743 1.3685231 -0.17352052 -0.011725781 1.3677992 1.7308438 -2.1204305 -3.133778 -0.56076187 -1.1384772
NORAD 0.90605015 -0.15325202 0.48075548 -3.7819765 -4.4621873 4.96511 3.640425 1.5459645 -0.4825078 -1.0836132 0.6403853 0.29279616 -2.5371974 -1.0157506 1.1707573 0.6715618
SNHG15 0.5869427 -0.67006826 2.8877697 -6.0388227 -1.403928 1.2585304 2.3135557 1.7538359 1.1570203 0.0844405 3.8162234 0.70666623 -1.3962692 -2.1557548 -0.9903634 1.9319495
LINC00963 -3.201126 0.23559281 2.9817638 -5.366376 0.8429593 1.9812174 5.6199064 0.75744915 1.4100561 0.6511253 0.95936996 1.9732634 -2.7513063 -4.1217346 2.46897 -0.56904817
Multiple Myeloma 0.16875839 -1.3987173 -3.7023754 -1.4188056 1.8586841 -3.5400977 -2.208238 -3.440183 2.17748 1.6387675 3.9758902 -2.1268938 1.2903022 3.498333 -0.19574258 0.70514077
hsa-mir-34a -0.7298053 1.2750509 3.1854491 -2.279633 2.7773185 -0.47378182 -2.2799146 4.4764867 2.0246172 2.105181 -3.2726896 -0.84927404 -1.9851719 5.3392744 0.1383091 -1.811247
SNHG5 -1.8498774 -1.7407148 3.1649604 -5.845785 -1.6836449 3.31733 2.3452804 -0.6653555 -1.5027162 -0.6232597 1.2842342 1.2436519 -0.4495067 0.92439497 0.84660435 -2.2987967
DANCR 0.69978446 -2.6372335 2.9324136 -4.087164 2.7051897 -0.24588913 2.6968803 1.2779601 0.3924974 1.6562982 1.8253821 -1.8270173 -2.1586776 -2.0854123 -0.9304697 2.3646472
MIR22HG -1.224317 -0.7146145 4.5187097 -5.24424 -3.3858478 -0.29773495 2.5223994 0.3073208 -3.24299 -1.7271852 -1.2543887 0.017873378 0.80687445 -1.8977282 2.242244 1.9055313
hsa-mir-150 0.03784576 1.8461306 2.7955306 0.41881022 -3.1804976 3.7477918 -3.4373977 5.471597 1.4780402 1.9138125 0.2007383 0.64950746 0.967164 4.0798945 1.1432592 -0.92148334
MIAT -0.54827464 -0.7831075 1.5576482 -4.544137 -0.44153574 3.6800196 -0.8576241 0.6905703 1.9601403 0.00888211 1.8527825 -3.2625 -0.9837825 3.1076872 0.13464306 1.5567663
MCM3AP-AS1 -1.625585 -2.1261837 3.733372 -4.3707514 0.47830427 2.0032194 0.36303937 1.6140124 -4.7924967 -1.4959259 0.871104 -0.032752417 -1.9179538 -3.5670419 0.85140985 3.505443
hsa-mir-210 -0.3071591 1.7644929 -3.0250397 0.97450966 -0.20463893 -0.5274747 -0.35706815 7.152886 0.70959324 1.9041429 -1.1344724 -1.4990319 -2.7366893 5.48449 2.6387231 0.5524403
ZEB1-AS1 -1.6841668 -3.9528215 3.191511 -4.453224 -0.06069397 3.422287 -0.936791 -0.7637797 -2.2171836 1.6801639 -0.73877513 1.633234 -3.7756224 -2.639927 0.35091314 1.0398811
LINC00662 -0.67754215 1.4658382 4.1774664 -7.2795925 0.24169464 1.5073525 1.318853 -1.7260098 -3.9996643 -0.30172157 1.2170079 0.5082208 -2.5460153 -2.6774192 -0.29126188 1.649403
hsa-mir-221 2.6583157 3.0756037 -0.2889038 -3.368275 1.4802836 0.10231651 -0.6353092 5.4500275 3.271583 1.1006777 -0.3847847 0.15574959 1.3455657 0.508824 -2.3190534 -1.3541676
ZFAS1 -0.28552067 -2.7368295 1.8273516 -4.72997 -2.8476245 2.9123971 2.4735427 -0.50242305 3.0298793 1.1488014 -1.1384658 0.012826952 -1.8709452 -1.7870196 1.2929534 0.26085722
Laryngeal Neoplasms 2.3438194 -0.47031522 -0.64195514 5.359936 5.606498 -0.35430598 -3.212258 0.2973315 2.1874783 -1.7922498 0.7451886 -0.5973277 -1.6115775 -0.048841454 -0.80251783 -3.5212283
hsa-miR-485 0.19511268 -0.056051336 -0.64659595 2.0486822 0.20888826 -0.45214832 2.4621282 -4.408345 -0.7519396 -7.6345496 2.2138336 2.703286 0.6420742 -1.7823213 1.0275385 -1.394886
hsa-mir-145 2.0423596 0.49046558 1.7626181 -1.9506354 1.1251333 -0.98810774 -1.9454781 5.0990252 3.0754743 3.413203 -3.0231059 -2.2440343 0.56855965 3.0418005 -0.8093731 -1.1841868
LINC00665 -2.317589 1.8222942 1.6719337 -5.8068433 -1.1394811 4.019554 2.120501 -1.3978673 -4.2119455 0.7001013 0.9263176 1.1070653 -0.107790224 -3.5262818 1.337135 2.00791
HCP5 -0.4595682 -3.037001 2.2205355 -3.4058485 -0.122534916 4.23547 -0.22937535 1.8130054 -2.6878269 -1.7282251 -0.69458896 0.39154994 -5.046339 -1.5259658 0.079874665 2.4975762
hsa-miR-330 1.0993207 -0.70427525 -2.7058728 2.1813834 -0.78967625 -2.530089 -0.1313827 -4.389377 -1.1679889 -3.3433726 1.1989759 1.4581308 -3.3431115 -4.751318 1.2614506 5.044845
hsa-mir-29a -0.13780068 2.7674499 -0.59698886 -4.249608 -1.5731838 1.8104396 -0.87480575 3.5627327 2.1514332 0.9950011 1.9959576 0.5652718 2.4580078 3.8143175 -0.4260891 -0.96687603
hsa-mir-206 0.06728585 -1.1861966 -1.1522752 2.0914857 0.11178258 4.4778028 -1.576052 3.4552817 0.805332 0.30632955 -5.009656 0.7830936 -1.6293839 3.127987 1.3032111 -1.661822
UCA1 1.0755101 -3.3406017 3.5958242 -3.597528 1.2073203 -0.6510759 -0.15376273 0.92201346 1.8924377 3.5129929 -0.88134027 -2.0490758 -1.9811461 0.4955327 -0.8260714 0.9469145
hsa-mir-15a -0.46844956 1.320609 -3.3291237 -2.9171183 0.86499983 1.2055427 -1.5734674 2.853354 3.2296834 3.8940496 0.75718915 0.8453433 -3.2290916 3.37166 -0.16934142 -0.33293456
Alzheimer Disease -3.0789196 3.2469282 -2.8029287 2.7102327 0.13654663 0.72569615 -2.4400644 0.08936747 -0.36495107 -5.227112 -0.64098495 3.0618181 5.7910457 5.168418 2.2356114 0.23642997
SNHG14 0.8159302 -3.8080025 0.4809775 -3.1813612 -4.083207 4.08513 2.6938825 1.3891796 -0.46563384 -0.43738267 1.0725867 -0.283914 -2.079765 -1.2924378 1.110293 1.9007002
Medulloblastoma -0.56834245 -1.853467 -5.0854306 3.0068269 1.6710433 -4.985123 0.29378152 0.81259364 4.3425713 0.22178403 -2.6417732 2.3239675 1.4889805 2.3823051 2.0951655 -3.8941267
hsa-mir-126 1.4790803 1.8320578 2.4945219 -1.9004093 -0.30673736 3.1614997 -2.8681028 2.8281014 4.3076787 1.0776691 -1.6295428 -0.25960976 0.6595494 2.915536 -0.98534614 -1.6688081
hsa-let-7b -0.47084945 1.3205717 -1.1390316 -1.1055412 -0.7138289 -2.3855948 -0.27184445 -1.8574338 -0.48253486 0.18652943 2.0223703 3.9454002 2.5391018 -4.145728 0.3688381 -2.6260695
hsa-mir-19a 0.5253134 -0.6258929 1.0330603 -4.1353965 1.0899656 0.79068637 -3.2469592 3.545523 -0.02925093 3.565144 0.73623043 1.0715829 -0.60781634 3.286262 -1.9783651 -3.1503742
Myocardial Infarction -1.572727 2.472718 -0.26325715 4.9858284 -0.015912691 -1.9398707 -5.653278 -1.3316784 -0.10203511 0.562597 -3.1983569 -0.9219348 2.589764 5.940373 3.947681 -2.1593335
hsa-miR-130a -0.71090984 -0.78037626 -1.9702628 3.2863674 0.46192583 -1.2788426 0.60287815 -4.587898 -4.1800566 -2.6201584 0.15859677 -1.204321 -3.3519704 -4.3094497 4.353391 -0.29925865
SNHG6 -0.24603404 -2.0768738 2.603864 -3.6547 -1.4733976 5.1494412 -0.54852206 0.86912555 -1.6980106 1.195066 1.0930102 0.7961051 0.5507019 -3.375534 0.0074539324 -1.3100351
hsa-let-7g -1.8062358 0.51312387 -0.53365964 -0.7640213 -0.83796793 -2.5248013 -0.07776793 -2.3950367 0.00223937 1.1073846 1.6472795 3.0961418 2.6818912 -4.325274 1.962533 -2.4444745
Carcinoma Ovarian Epithelial -0.6340747 -5.5249643 -3.8733006 -0.35363138 0.33050385 -5.302426 1.8054212 -4.907232 2.3099532 2.3421369 -1.2761548 -0.4017225 0.3983 -4.5691466 3.1991308 2.0425854
Inflammation -0.9609635 5.448555 -1.3500621 0.7342281 1.274853 -3.6401634 -5.53407 0.08771432 1.652444 2.430713 2.9732084 3.0118155 4.8544626 0.19241576 0.17091444 -0.63506806
hsa-mir-124 -1.4933846 3.891238 1.0357804 -0.4430655 0.8804159 -1.7946316 -0.35173538 3.3391523 0.6017316 3.5011926 -3.9451663 0.8709407 0.50490576 1.4344493 1.6013288 0.71312934
CRNDE 0.22939193 -2.5682821 0.16067646 -5.681597 0.112546645 3.604607 0.51670915 -0.50071573 1.1455209 1.4555951 0.7130729 -0.6611593 -2.4171114 1.133439 -1.2256018 0.6760787
Osteoarthritis -1.7132018 0.014710316 -5.5606804 0.4551194 2.3585205 -2.389159 -5.5392637 -0.83451056 0.83780867 -0.4802896 -2.5355983 -1.4825009 0.5322378 4.849316 1.6687498 2.3006876
DLEU1 -2.2349007 -4.417641 2.7566178 -1.9525422 -1.8670315 -0.7314217 2.8713021 1.7003201 -0.79704356 1.3024865 -0.8742228 0.8762787 -1.8907781 0.11821032 2.8884952 0.65693074
hsa-let-7c -1.2349434 1.3296373 -1.4110087 -0.27100065 -1.4259633 -2.142689 -0.5943198 -1.9045686 0.077225134 1.405896 1.7259674 2.9475808 2.593693 -3.5392237 1.4551256 -1.5665644
Heart Diseases -2.0710123 3.6653798 -1.0142398 4.2187533 0.035022713 -0.12949958 -7.349908 0.43989766 0.9419314 2.0897775 -0.6431075 2.3235579 2.3337893 -0.8381331 2.7616904 0.0480998
Gallbladder Neoplasms 1.3170453 -5.005277 -1.6826096 1.3368558 1.2431862 1.088161 -4.8315096 -4.741818 5.329365 1.1489702 -2.0261424 -1.6804286 -0.37697724 0.87036055 0.44372985 -1.1259847
SNHG17 -0.6356946 0.2901983 4.050676 -3.1907742 -1.8788232 2.7046006 2.222498 0.5517382 0.10653315 -1.5149745 0.47486565 2.7626493 -5.219704 -0.2033277 0.53327405 2.889022
hsa-miR-214 -1.3795656 -0.516022 -3.6644602 1.6437083 2.0108955 -0.5269813 1.4349955 -4.2006383 -0.57134914 -2.30792 2.9549944 3.346095 -1.2706134 -4.4334335 0.93807787 1.9666948
TTN-AS1 -0.28946346 -0.009225087 3.8345597 -3.338439 -0.6948722 4.1623626 0.13117978 -1.0672073 -4.2665286 -1.0634155 -1.0057175 0.80715716 -2.342384 -2.4948611 -0.03264789 4.0113235
CASC2 0.8444464 -2.3569624 3.8370159 -2.4322088 -1.5347339 3.4000924 0.25798175 -0.11172357 -0.07325646 1.3968401 0.7396716 -1.460417 0.10520187 -1.6923103 0.21294951 -0.07917528
hsa-mir-26a 0.38840002 0.33638036 -1.6080232 -0.13067238 -2.6862772 2.1086864 -1.5753117 5.7959704 1.6865762 2.8425736 -1.144981 0.51436746 1.1390232 3.0371752 0.9487229 -0.44506085
Nasopharyngeal Carcinoma 2.0274892 -2.0607822 0.8027267 0.908222 1.6237937 0.82851064 -1.3539023 -5.6146917 2.3343582 -2.2559125 -4.6875863 -4.1362486 -2.2700157 -2.4596593 2.7709532 -2.3501782
Retinoblastoma 0.47663078 -2.2094429 -1.0286714 0.31610632 2.7996259 -4.4651785 -2.0525937 -3.8635805 5.674242 2.3290467 1.5444924 2.7698429 0.64523005 -0.049238402 -1.5224963 0.36615384
hsa-mir-20a 0.027391061 -2.9478762 1.1926786 -3.559965 -0.63207686 0.14123413 -3.6908922 2.2569778 0.83880824 4.619282 -0.6610835 1.7345701 -1.1229281 3.9134943 -1.2692968 -0.242048
hsa-mir-143 -0.29100144 1.4468356 1.121631 -1.9648005 0.6391871 -0.73330486 -1.2980813 2.0571191 2.4131541 5.4887853 0.23670922 -0.9995216 -0.72706056 3.118874 0.62350714 -2.0387807
Liver Cirrhosis -0.37593362 1.7542468 0.12117723 0.65809774 6.0149517 -3.396289 -2.6947715 -2.3888206 3.4287436 -0.45855767 -3.4688923 -0.30227757 0.2889223 4.6937485 -0.49258626 -0.6065912
hsa-miR-370 2.9158921 1.1970679 -1.0550339 0.30809918 -1.1794165 -1.2332319 1.4258147 -5.2080345 -0.33252582 -5.1674676 1.7141365 3.2054455 -0.92346853 -4.364364 -0.84379464 -0.3522666
LINC00667 -2.4346135 -2.5965114 -0.16691841 -5.747591 -0.782571 2.8490613 2.5607095 0.1845445 -2.1778746 1.0223162 2.5052748 -0.6893329 -5.924795 -1.1873103 2.4615102 2.2750027
hsa-miR-520a 0.43154466 -0.7763007 -3.2288043 3.570679 -3.5513566 -0.8327226 1.1825979 -3.1469412 0.012167007 -4.1878858 -1.65951 2.5389607 -1.2750177 -4.194237 3.4205694 1.0990742
Kidney Neoplasms 1.8311577 1.6994662 0.22415154 3.1988463 2.3310843 -6.171821 0.37384257 -1.8657672 3.9323642 2.1210403 0.741395 -2.236862 -1.6586314 0.7416154 1.4813071 1.2662838
SNHG20 -1.2109885 -3.0705764 1.1613039 -2.452376 -1.0590211 3.1709106 3.6209607 1.4064132 1.5937063 -1.052505 -2.0855646 -0.21146293 -2.538305 -0.54637605 2.1544747 1.4336059
DISC2 1.2446706 10.219951 0.27335736 0.22571947 -2.530929 1.578496 0.13654667 1.107238 2.108535 -2.273037 1.7030953 -1.5464064 0.938231 -2.7000983 4.5309906 1.9702184
hsa-mir-125b -2.3251398 0.32250586 -1.9088401 -3.64118 -0.589759 0.3517319 -2.7631533 3.0643945 -0.17525974 4.630801 -2.1350985 0.8879444 0.80557984 2.680202 1.2245426 -0.9892987
